ID,Target,PESQ_Mix,PESQ_Disc,PESQ_Gen,ESTOI_Mix,ESTOI_Disc,ESTOI_Gen,SISNR_Mix,SISNR_Disc,SISNR_Gen,SDR_Mix,SDR_Disc,SDR_Gen,DNSMOS_Mix,DNSMOS_Disc,DNSMOS_Gen,SIM_Disc,SIM_Gen,WER_Disc,WER_Gen
1188-133604-0022_1320-122617-0034,Spk2,2.248,3.418,3.027,0.742,0.935,0.907,6.842,11.707,11.673,6.899,14.969,14.897,3.505,3.289,3.585,0.989,0.989,0.0,0.0
1188-133604-0031_5142-33396-0054,Spk1,1.411,2.989,2.385,0.348,0.708,0.662,0.224,11.359,11.327,0.427,15.097,15.057,3.557,3.311,3.765,0.982,0.971,0.0,0.0
1188-133604-0032_8224-274384-0000,Spk1,1.76,3.104,3.047,0.528,0.795,0.751,-1.156,12.583,12.375,-1.063,15.508,15.16,3.511,3.12,3.641,0.99,0.992,0.0,5.882
1188-133604-0032_8224-274384-0000,Spk2,1.639,2.867,2.865,0.634,0.915,0.877,1.134,11.142,11.025,1.207,14.742,14.593,3.511,3.138,3.344,0.994,0.982,0.0,5.882
1188-133604-0033_7127-75947-0027,Spk1,1.341,2.791,2.583,0.437,0.776,0.729,0.723,13.314,13.254,0.783,16.46,16.379,2.63,3.14,3.28,0.99,0.989,0.0,0.0
1188-133604-0036_2961-960-0007,Spk2,1.966,2.67,2.229,0.539,0.779,0.683,0.324,9.993,9.852,0.672,14.527,14.172,2.147,3.212,3.513,0.979,0.98,0.0,0.0
1188-133604-0038_1995-1837-0012,Spk2,1.408,3.576,3.022,0.517,0.918,0.889,-3.231,14.561,14.532,-3.133,17.065,17.019,3.198,2.939,3.505,0.989,0.988,5.882,5.882
1188-133604-0038_61-70970-0012,Spk1,1.19,2.896,3.08,0.291,0.754,0.793,-4.658,11.705,11.735,-4.446,14.496,14.554,3.047,3.245,3.41,0.958,0.967,9.091,9.091
1188-133604-0040_4970-29093-0002,Spk1,1.804,2.918,3.072,0.534,0.755,0.712,1.176,12.763,12.653,1.513,15.969,15.811,2.439,3.236,3.584,0.966,0.959,0.0,0.0
1188-133604-0040_4970-29093-0002,Spk2,1.575,3.579,2.937,0.465,0.932,0.871,-1.112,12.43,12.197,-0.597,14.236,13.893,2.439,3.045,3.283,0.986,0.985,0.0,0.0
